entry,time,day_id,workday,holiday,x,y,occupant_id,height,camera_id
1859548,08:14:34.212000,3,True,False,293,102,6957,1393,cam2
1859549,08:14:34.313000,3,True,False,444,111,4675,1556,cam0
1859670,08:14:41.818000,3,True,False,275,224,4569,1177,cam0
1859685,08:14:42.832000,3,True,False,274,225,4569,1169,cam0
1859698,08:14:43.515000,3,True,False,274,225,4569,1169,cam0
1859699,08:14:43.686000,3,True,False,315,274,5782,1065,cam1
1859769,08:14:48.392000,3,True,False,310,267,5782,1091,cam1
1859783,08:14:49.515000,3,True,False,287,220,4569,1255,cam0
1859801,08:14:51.014000,3,True,False,294,102,6957,1399,cam2
1859829,08:14:53.411000,3,True,False,315,264,5782,1144,cam1
1859988,08:15:04.009000,3,True,False,419,292,6962,985,cam2
1860057,08:15:07.216000,3,True,False,293,102,6960,1399,cam2
1860124,08:15:10.011000,3,True,False,420,292,6962,976,cam2
1860125,08:15:10.011000,3,True,False,355,298,6961,1013,cam2
1860152,08:15:11.214000,3,True,False,411,285,6962,987,cam2
1860160,08:15:11.518000,3,True,False,450,125,4678,1600,cam0
1860207,08:15:13.508000,3,True,False,404,286,6962,976,cam2
1860350,08:15:19.509000,3,True,False,293,102,6960,1393,cam2
1860351,08:15:19.509000,3,True,False,405,286,6962,976,cam2
1860418,08:15:22.314000,3,True,False,449,117,4678,1592,cam0
1860473,08:15:25.316000,3,True,False,285,219,4569,1226,cam0
1860488,08:15:26.317000,3,True,False,445,112,4678,1556,cam0
1860537,08:15:30.014000,3,True,False,445,113,4678,1551,cam0
1860594,08:15:33.710000,3,True,False,329,246,5786,1231,cam1
1860616,08:15:34.907000,3,True,False,323,251,5786,1215,cam1
1860680,08:15:38.910000,3,True,False,330,252,5786,1216,cam1
1860712,08:15:40.914000,3,True,False,257,250,5786,1227,cam1
1860737,08:15:42.515000,3,True,False,274,224,4569,1169,cam0
1860739,08:15:42.708000,3,True,False,292,101,6988,1418,cam2
1860795,08:15:47.018000,3,True,False,281,219,4569,1225,cam0
1860864,08:15:53.712000,3,True,False,292,100,7001,1393,cam2
1860919,08:16:00.514000,3,True,False,286,223,4569,1248,cam0
1860945,08:16:03.711000,3,True,False,292,100,7001,1393,cam2
1860990,08:16:08.818000,3,True,False,286,223,4569,1247,cam0
1861009,08:16:10.512000,3,True,False,285,222,4569,1248,cam0
1861047,08:16:13.709000,3,True,False,293,100,7012,1386,cam2
1861077,08:16:16.215000,3,True,False,365,278,7008,1022,cam2
1861122,08:16:21.011000,3,True,False,292,105,7012,1391,cam2
1861190,08:16:29.513000,3,True,False,286,222,4569,1232,cam0
1861243,08:16:36.017000,3,True,False,288,223,4569,1255,cam0
1861248,08:16:36.720000,3,True,False,292,103,7012,1392,cam2
1861278,08:16:40.515000,3,True,False,286,222,4569,1255,cam0
1861312,08:16:44.814000,3,True,False,286,222,4569,1248,cam0
1861316,08:16:45.515000,3,True,False,286,222,4569,1240,cam0
1861321,08:16:46.707000,3,True,False,292,100,7014,1399,cam2
1861360,08:16:55.811000,3,True,False,286,224,4569,1240,cam0
1861366,08:16:57.317000,3,True,False,288,226,4569,1247,cam0
1861584,08:17:30.315000,3,True,False,287,222,4569,1248,cam0
1861758,08:17:50.513000,3,True,False,448,114,4679,1566,cam0
1861842,08:18:00.811000,3,True,False,450,114,4679,1572,cam0
1862038,08:18:24.515000,3,True,False,450,115,4682,1572,cam0
1862130,08:18:36.013000,3,True,False,284,220,4569,1232,cam0
1862147,08:18:38.311000,3,True,False,447,110,4682,1546,cam0
1862168,08:18:40.812000,3,True,False,447,111,4682,1546,cam0
1862204,08:18:45.315000,3,True,False,285,222,4569,1248,cam0
1862265,08:18:53.014000,3,True,False,446,111,4682,1551,cam0
1862267,08:18:53.308000,3,True,False,446,111,4682,1546,cam0
1862278,08:18:54.512000,3,True,False,286,222,4569,1248,cam0
1862302,08:18:57.518000,3,True,False,446,111,4682,1551,cam0
1862388,08:19:08.314000,3,True,False,445,112,4682,1540,cam0
1862440,08:19:15.516000,3,True,False,301,217,4569,1335,cam0
1862443,08:19:16.309000,3,True,False,446,113,4683,1546,cam0
