,time,day_id,workday,holiday,x,y,occupant_id,height,camera_id
2844272,10:09:36.466000,5,False,False,388,209,100416,1198,cam2
2844322,10:09:38.256000,5,False,False,304,215,18700,1214,cam0
2844347,10:09:39.416000,5,False,False,353,169,123041,1247,cam1
2844468,10:09:44.422000,5,False,False,352,170,123041,1225,cam1
2844470,10:09:44.458000,5,False,False,215,173,18713,1210,cam0
2844528,10:09:46.754000,5,False,False,215,173,18713,1210,cam0
2844683,10:09:52.417000,5,False,False,418,306,123067,905,cam1
2844826,10:09:56.757000,5,False,False,213,172,18713,1210,cam0
2844831,10:09:56.956000,5,False,False,306,213,18700,1214,cam0
2844865,10:09:57.972000,5,False,False,424,246,100454,1347,cam2
2845035,10:10:03.218000,5,False,False,353,168,123041,1247,cam1
2845038,10:10:03.418000,5,False,False,350,296,123150,963,cam1
2845048,10:10:03.665000,5,False,False,414,273,100486,1076,cam2
2845233,10:10:09.665000,5,False,False,349,239,100476,1234,cam2
2845341,10:10:13.465000,5,False,False,425,248,100454,1354,cam2
2845351,10:10:13.920000,5,False,False,343,172,123041,1292,cam1
2845359,10:10:14.169000,5,False,False,349,239,100476,1234,cam2
2845392,10:10:15.419000,5,False,False,351,170,123041,1262,cam1
2845415,10:10:16.172000,5,False,False,349,239,100476,1249,cam2
2845511,10:10:19.673000,5,False,False,350,239,100476,1219,cam2
2845550,10:10:20.973000,5,False,False,387,207,100416,1222,cam2
2845561,10:10:21.414000,5,False,False,354,168,123041,1232,cam1
2845568,10:10:21.720000,5,False,False,350,303,123150,868,cam1
2845613,10:10:23.470000,5,False,False,426,245,100454,1355,cam2
2845623,10:10:23.954000,5,False,False,305,215,18700,1175,cam0
2845636,10:10:24.467000,5,False,False,387,209,100416,1222,cam2
2845661,10:10:25.467000,5,False,False,425,245,100454,1355,cam2
2845680,10:10:26.173000,5,False,False,350,241,100494,1241,cam2
2845730,10:10:27.959000,5,False,False,304,215,18700,1214,cam0
2845757,10:10:28.960000,5,False,False,304,215,18700,1214,cam0
2845805,10:10:30.666000,5,False,False,388,193,100416,1243,cam2
2845811,10:10:30.917000,5,False,False,348,283,123150,805,cam1
2845839,10:10:31.971000,5,False,False,304,215,18700,1206,cam0
2845864,10:10:32.953000,5,False,False,304,215,18700,1214,cam0
2845907,10:10:34.720000,5,False,False,354,169,123041,1218,cam1
2845939,10:10:35.976000,5,False,False,416,250,100454,1284,cam2
2846088,10:10:42.258000,5,False,False,304,215,18700,1214,cam0
2846183,10:10:46.217000,5,False,False,354,169,123041,1218,cam1
2846247,10:10:48.960000,5,False,False,304,215,18700,1214,cam0
2846305,10:10:51.259000,5,False,False,304,215,18700,1206,cam0
2846396,10:10:55.176000,5,False,False,420,260,100454,1273,cam2
2846408,10:10:55.671000,5,False,False,349,242,100494,1278,cam2
2846443,10:10:56.975000,5,False,False,387,186,100416,1267,cam2
2846496,10:10:59.254000,5,False,False,304,215,18700,1214,cam0
2846500,10:10:59.455000,5,False,False,237,173,18716,1213,cam0
2846530,10:11:00.473000,5,False,False,387,186,100416,1267,cam2
2846588,10:11:02.673000,5,False,False,415,264,100454,1139,cam2
2846605,10:11:03.216000,5,False,False,352,297,123177,974,cam1
2846661,10:11:05.165000,5,False,False,360,250,100494,1202,cam2
2846744,10:11:07.722000,5,False,False,354,169,123041,1225,cam1
2846756,10:11:08.174000,5,False,False,422,266,100454,1248,cam2
2846903,10:11:12.691000,5,False,False,307,212,18700,1176,cam0
2847034,10:11:16.760000,5,False,False,236,173,18716,1213,cam0
